author;first trigram;second trigram;third trigram;fourth trigram;fifth trigram
WangYuxuan93;add input_encoder for;input_encoder for easyfirstv2;;;
jotrick;add exception handling;async send implementation;add missing changes;move the code;the code accesses
bholloway;refactor join function;;;;
alex-bul;add saving checkbox;;;;
donmccaughey;change cevo to;cevo to cevox;to cevox in;cevox in the;in the help
NakaokaGabriel;added functionality to;functionality to create;to create students;merge pull request;pull request 22
sssungeun;merge branch develop;branch develop of;develop of httpsgithubcomfunditofunditoandroid;of httpsgithubcomfunditofunditoandroid into;httpsgithubcomfunditofunditoandroid into develop
bartlomiej-s;;;;;
unitycoder;esc key to;key to activate;to activate recent;activate recent grid;recent grid if
Sixtomaster;las listas compartidas;add files via;files via upload;via upload esta;upload esta es
cyberb;;;;;
spirillen;skip ci commit;ci commit from;commit from ci;from ci runner;
Apache-HB;start e820 paging;;;;
dhrumpy;collecting the data;the data pertaining;data pertaining to;pertaining to the;to the keyword
aforren1;first try cibuildwheel;maybe deal w;deal w linux;only run once;touchy as all
rosorio1101;;;;;
bpas247;chore remove uneeded;remove uneeded file;;;
jerryhong1;polish for public;for public view;public view add;view add real;add real explanations
traefiker;fix command for;command for use;for use websecure;use websecure via;websecure via cli
harshPPatel;day 02 js;02 js and;js and css;and css clock;css clock completed
anpaus;;;;;
hadanischal;implemented quizbutton and;quizbutton and quizresult;merge pull request;pull request 2;request 2 from
ckbball;added catalog service;catalog service address;service address to;address to checkout;to checkout method
NUR-HADI-E41181216;menambahkan admin ke;admin ke simbafix;;;
anthonypetre;add a deployment;a deployment stage;deployment stage to;stage to the;to the pipeline
sibanez12;updated nn inference;nn inference app;inference app and;app and test;and test to
Taishawnk;automatically backed up;backed up by;up by learn;;
LeandroCGMS;algumas incompatibilidades de;incompatibilidades de versões;;;
baykaner;bugfix missing include;;;;
ibercovich;new public as;public as root;;;
Yatzii93;illidan change playmusic;change playmusic to;playmusic to correct;to correct id;
FernandoSini;;;;;
radicand;merge pull request;add podman support;podman support to;support to setupsh;changed wrong set
graebm;log tests use;tests use random;use random filenames;random filenames to;filenames to avoid
solareenlo;;;;;
alex-lc;lets just do;just do it;do it ourselves;;
hanselrd;;;;;
thutasein;add css website;;;;
ctrl-i;data for 20200101;updating the flight;the flight data;flight data for;updating the car
goedel-gang;fix problem and;problem and add;and add foot;;
peytonas;overflow scroll with;scroll with morty;with morty library;;
JuZi233;;;;;
ElanurGuduk;;;;;
maofangyun;;;;;
elbaro;update generatesh absolute;generatesh absolute path;absolute path for;path for aspects_dir;
bumplzz69;fix samplessqlservicespackagejson samplessqlservicespackagelockjson;samplessqlservicespackagejson samplessqlservicespackagelockjson to;samplessqlservicespackagelockjson to reduce;to reduce vulnerabilities;reduce vulnerabilities the
StepanBarantsev;separated cli classes;cli classes into;classes into separate;into separate files;added cli_helper class
joanlb;ok 5am it;5am it works;it works for;works for real;small is a
agriswold7;deleted react icon;;;;
AndyCrocker;add shadow listing;shadow listing view;;;
jrolstad;adding ability to;ability to get;to get repositories;adding case insensitive;case insensitive search
vshaweddy;;;;;
damng;;;;;
jmchilton;1909 dont fail;dont fail container;fail container resolution;container resolution if;resolution if docker
husen1003;added table searchadmin;table searchadmin profile;searchadmin profile and;profile and issue;and issue book
hkamran;sprites can be;can be rendered;removed syso statement;syso statement for;statement for stack
Sixeye;making redaction libre;redaction libre crud;;;
lzg0015;site updated 20200101;updated 20200101 085607;;;
nigelbpeck;;;;;
Zevest;fixed issue and;issue and added;and added test;added test fixed;test fixed missing
matrayu;updated all route;all route code;route code to;code to be;to be more
adityaekawade;organize associated gtr;associated gtr genes;;;
Gowtham-Sai-Garikipati;;;;;
charleskawczynski;fixclean some docs;;;;
acastroaraujo;;;;;
spinnytea;get some stuff;some stuff on;stuff on the;on the ui;ui stuff for
Panzerhandschuh;full parse of;parse of coli;of coli file;coli file to;file to data
wmfgerrit;revert block search;block search api;search api traffic;api traffic from;traffic from one
adithwip;initial creation of;creation of layout;of layout component;layout component and;component and change
kammitama5;;;;;
sajadgzd;uploaded new resume;;;;
ebisuke;merge pull request;pull request 138;request 138 from;138 from ebisukedevelop;from ebisukedevelop 説明追加
yshah43;add files via;files via upload;;;
melimorin;;;;;
MistleHC;junit тесты контролера;тесты контролера пользователя;;;
phpadminer;;;;;
MisterSimple;;;;;
BenjaminHuh;;;;;
tobiola;uploaded previous code;;;;
Jburso;;;;;
bwhite-unc;;;;;
csimal;happy new year;;;;
SarKurd;;;;;
EliezerGraber;;;;;
bhyago;tratamento de exeção;;;;
sole;built from commit;from commit bce5c64b3fdb726e9ba42f1b9bb09c17d350476a;;;
mckinn;;;;;
manasavesala;validation with different;with different types;different types of;types of parentheses;
LilyWonhalf;fixed a couple;a couple bugs;couple bugs with;bugs with the;with the new
mjhughesio;began building out;building out html;out html templates;html templates and;templates and hooked
RyGuy101;;;;;
kmeisthax;add a convenience;a convenience method;convenience method xmlnodeinto_string;add test for;test for xmlparsexml
wtchnm;chore set gits;set gits coreignorecase;gits coreignorecase to;coreignorecase to false;
MarkCruse;add showhide continue;showhide continue button;;;
Ephellon;update packages and;packages and urls;;;
JayDi85;images fixed wrong;fixed wrong images;wrong images download;images download for;download for 6ed
anacapa17;;;;;
zooduck;use daylight hours;daylight hours to;hours to get;to get average;get average rating
flightlessmango;add windows vulkan;windows vulkan for;vulkan for stats;for stats table;
georgealan;inicio do desafio;do desafio final;desafio final da;final da semana;da semana 6
ermiry;added base web;base web cerver;web cerver example;;
nice0001-angelo;legacy html delete;;;;
Maria61;;;;;
DerekShig;added tilt effect;tilt effect to;effect to about;to about me;about me image
iamcarbon;remove lazy class;;;;
maciacco;add configuration file;configuration file add;file add resolution;add resolution histograms;
FeeterMcGeeter;removed the contact;the contact page;;;
hunter-heidenreich;add more counts;more counts and;counts and hashing;and hashing of;hashing of bills
wahidibrahimy;my project is;project is ready;;;
minghao4;;;;;
ravibhagavandas;nordic fixdisconnect wait;fixdisconnect wait logic;;;
xxbarca;;;;;
zenspider;signedoffby ryan davis;ryan davis zenspiderchefio;metaprogramming from controlevalcontext;methods look like;all metaprogramming from
PikalaxALT;consumerest in markov;in markov command;fast cog loadreload;cog loadreload commands;
dmkite;merge pull request;pull request 8;request 8 from;8 from dmkitehomeimage;from dmkitehomeimage add
codeHusky;rc2 fixes duped;fixes duped keys;duped keys being;keys being allowed;
Kasaract;add error page;error page structure;add about page;;
coreyfarrell;feat support native;support native esm;;;
rricher;this was done;;;;
maplethorpej;added collapse functionality;collapse functionality to;functionality to panels;merge pull request;pull request 19
Alevsk;kesfixes fix duplicated;fix duplicated volume;duplicated volume names;volume names when;names when mounting
Mark-Simulacrum;also store public;store public key;public key locally;;
jeffreyd;added to readme;changed setup moved;setup moved file;moved file untested;
zyedidia;bracketed paste support;;;;
ifkirne;;;;;
cclauss;;;;;
demianmnave;;;;;
winksaville;add support for;support for csv;for csv header;csv header row;header row track_pointpy
AkosPaha;;;;;
hawkrives;begin reworking dpserver;reworking dpserver to;dpserver to share;to share a;share a connection
zachhildreth;invalid previous block;previous block hash;removed checking for;checking for invalid;for invalid previous
lisuizhe;;;;;
luafalcaocode;included user logged;user logged menu;;;
andersonmedeiros;correções formulário cadastro;formulário cadastro candidato;;;
sainskomputermalaysia;;;;;
khafidindo;;;;;
luxintenebris;update header info;;;;
arciisine;;;;;
victorwiebe;test outstanding untested;outstanding untested lines;;;
billziss-gh;build bump version;bump version to;version to 20193;to 20193 gold;update changelog for
83au;update rates and;rates and gallery;merge branch master;branch master of;master of httpsgithubcom83aunicoles3dvirtualtours
scottyhq;;;;;
minterger;;;;;
shrutinatala;um idk new;idk new constants;merge branch master;branch master of;master of httpsgithubcominspirationroboticsinspiration_ftc
Cro5s;merge branch master;branch master of;master of httpsgithubcomcro5saaclasswork;;
TheAwakenMe;fin de año;;;;
jramiresbrito;feature add routing;feature add navbar;add navbar component;feature add login;add login form
darookee;debug output port;output port as;port as well;;
kenichi04;;;;;
punchdrunker;;;;;
ravelox;added the ability;the ability to;ability to specify;to specify multiple;specify multiple values
dlaz1;automatically backed up;backed up by;up by learn;;
syuheifujita;;;;;
sparklyballs;push back versiontxt;;;;
b-seite;add hoobs accessory;hoobs accessory configfile;accessory configfile fix;configfile fix json;fix json error
ivanelfak;;;;;
hacamatic;reskin 2nd pass;2nd pass updates;pass updates to;updates to css;to css buttons
Patyfatycake;player information working;information working now;;;
Nicklas373;circleci unified test;unified test lto;test lto 2;lto 2 signedoffby;2 signedoffby dicky
garvankeeley;uiviewishidden must be;must be used;be used from;used from main;from main thread
RedRanges;added login feature;;;;
karnkaul;wip add _glibcxx_debug;add _glibcxx_debug for;_glibcxx_debug for linux;for linux debug;linux debug builds
bpander;nav mesh generation;prevents a nav;a nav mesh;nav mesh link;mesh link from
Guinto;added a trade;a trade thursday;trade thursday post;;
GloriousEggroll;finally fixed to;fixed to compile;to compile properly;compile properly with;properly with protons
CrashOverride1987;;;;;
botdevXD;add files via;files via upload;;;
li0so;article border i;border i added;i added the;added the border;the border to
snytkine;updated packagejson and;packagejson and packagelock;;;
thip0t;automatically backed up;backed up by;up by learn;;
N-l1;;;;;
Matthew9799;;;;;
sthakuri;;;;;
karleee;finished phase 5;;;;
Tianyue-Zhao;added files to;files to be;to be customized;reomoved home navbar;added profile picture
jeremeylee;;;;;
mr926;site updated 20200101;updated 20200101 005718;;;
sfb-git;created random select;random select func;select func for;func for options;for options array
opttoopt;;;;;
stupidsing;;;;;
neotsn;updates from 328;template updates from;control panel template;panel template updates;remove untouched theme
maviteixeira;;;;;
Cardiell;;;;;
Khaled-M-Fawzi;;;;;
alephnode;abandon yir article;;;;
sglucchini;added human inputoutput;human inputoutput story;;;
azaelthecrak;menu redes sociales;redes sociales je;sociales je je;;
bentalcode;implementing the merging;the merging intervals;merging intervals problem;;
kenning;add another faq;;;;
tsugehara;merge pull request;pull request 9;request 9 from;9 from shinonomekazanir2019_3q_201910_201912;from shinonomekazanir2019_3q_201910_201912 第3四半期の決算書を追加
imikejackson;updating itkimageprocessing submodule;itkimageprocessing submodule signedoffby;submodule signedoffby michael;signedoffby michael jackson;michael jackson mikejacksonbluequartznet
rcullito;greetings because feedback;because feedback is;feedback is important;;
chandler-king1011;added an organization;an organization post;organization post route;;
the-other-Sam;;;;;
egconley;data transfer with;transfer with updates;with updates to;updates to hd_dosing;to hd_dosing table
haraldschilly;auto publish 20200101;publish 20200101 0057300000;publish 20200101 0057420000;;
ethanteague;theming home page;home page and;page and footer;;
VitorMac10;new authenticationregistration method;;;;
rayjustinhuang;add interim version;interim version of;version of bite;of bite 31;bite 31 matmulpy
tai1whip;;;;;
deepak1116;;;;;
esayson;add files via;files via upload;;;
iguessthislldo;add cmake commands;cmake commands to;commands to docsautobuildtxt;fix indenting on;indenting on run_command
maxbachmann;deploying to ghpages;to ghpages from;ghpages from ghpages;from ghpages 019f00f2fd90de937e681b51e20d072e85e41aac;
Anmau1910;;;;;
jeckacodes;cassandra seeding complete;;;;
susiwen8;fix bug 11610;bug 11610 pagination;11610 pagination disappear;fixmap fix slice;fix slice is
tkeffer;changed default unit;default unit labels;unit labels to;labels to something;to something closer
Penguin-Guru;misc and more;and more proper;more proper fixes;proper fixes for;fixes for remote
tatcjho;create listo de;listo de medicamento;;;
kilcmn3;automatically backed up;backed up by;up by learn;;
openSsme;;;;;
Finto-data;;;;;
naimsulejmani;pit polygon and;polygon and point;;;
xueweiguo;;;;;
exinmusic;updated header links;;;;
gabrielschulhof;remove static cast;static cast in;cast in constructor;;
Perelandra0x309;update install pages;;;;
jsonseidler;added use of;use of routes;of routes for;routes for curl;commented out unused
magcius;;;;;
jammehcow;initialize gradle project;;;;
davidclifford;wktlife for vga;;;;
williammack;resolved keybind conflict;;;;
KhioneusNevula;;;;;
haller218;;;;;
jadcoinc;created book controller;merge pull request;pull request 7;request 7 from;7 from jadcoincsection2lesson22
xuri;add docs for;docs for 3d;for 3d cone;3d cone series;cone series column
zhaoshenglong;add reg alloc;;;;
bartmika;member archive gui;archive gui implemented;;;
Kevin-Romero;;;;;
Ralim;add fa prep;fa prep time;;;
Infinisil;readd stateversions were;stateversions were left;were left out;left out from;out from the
mariopineda;deploy to github;to github pages;github pages wed;pages wed jan;wed jan 1
40huo;deployed 9ac280c8e with;9ac280c8e with mkdocs;with mkdocs version;mkdocs version 104;
twni2016;move pyb log;pyb log legacy;;;
algol60;glyphs cope with;cope with text;with text that;text that is;that is too
knudin;wed jan 1;jan 1 005756;1 005756 utc;005756 utc 2020;
dvliman;solved the extra;the extra space;extra space navigation;space navigation bar;handle each p
xorkevin;refactor kvstore transaction;kvstore transaction exec;;;
aram0112;;;;;
rdmullett;modify file_find to;file_find to find;to find all;find all files;all files from
haroldcarr;more tests and;tests and cleanup;;;
AkkshayK-98;;;;;
Yuma-Y;erase unnecessary file;;;;
kuma2018shing;added files via;files via upload;;;
postal4;wed jan 1;jan 1 005759;1 005759 utc;005759 utc 2020;
MishaDeineko1990;;;;;
nickoneill;updated footer test;some additional netlify;additional netlify config;;
FosterSamuel;update draft of;draft of teaching;;;
himewel;fazendo ajustes para;ajustes para testbench;;;
nicfit;;;;;
mligor;added battery percentage;battery percentage for;percentage for thermostat;;
zrong;;;;;
PicassoCT;version0659 satellites work;satellites work now;work now and;now and can;and can shoot
PunkUnicorn;fix text build;text build artefact;;;
zhuminjie;update blog and;blog and clothing;;;
plastic-karma;adding search builder;search builder class;adding search query;search query dsl;
fk-github-admin;signedoffby arindam nayak;arindam nayak arindamnayakoutlookcom;merge pull request;test signedoffby arindam;backup test signedoffby
RaveElevator;added color levels;color levels on;levels on earthquake;on earthquake map;
liminghuang;update readme with;readme with status;with status badge;status badge etc;split up hal
davidhrbac;mirmon export on;export on wed;on wed 01;wed 01 jan;01 jan 2020
casz;add files and;files and trees;and trees client;trees client 77;client 77 coauthoredby
vkarai;ce47 now handling;now handling gzipped;handling gzipped files;;
kmcgrevey;correct worst_fans_team_id and;worst_fans_team_id and test;and test to;test to return;to return expected
shannon-lichtenwalter;work on guess;on guess endpoint;;;
labour-camp;;;;;
liquewu;;;;;
linzewu;;;;;
Danp2;chore standardize default;standardize default parameter;default parameter setup;;
youngj;added documentation for;documentation for waittimestats;;;
dazuma;use googleclouderrors instead;googleclouderrors instead of;instead of googlecloudcore;;
RSenApps;fix bug where;bug where iterators;where iterators in;iterators in position;in position space
cmcantalupo;signedoffby christopher m;christopher m cantalupo;m cantalupo christophermcantalupointelcom;add piping to;piping to delegate
stackage-curator;checking in nightly20200101;;;;
tchardes;;;;;
leonelcha18;creacion de etiqueta;creacion de input;creacion de indexhtml;creacion de formulario;de etiqueta nombre
RyuTheBoss;added macro for;macro for dynamic;for dynamic double;dynamic double wild;double wild mons
mika-f;fixdeps update emotion;update emotion monorepo;emotion monorepo to;monorepo to v10027;to v10027 25
YA-androidapp;;;;;
BZngr;recognize preexisting objectstateudt;preexisting objectstateudt if;objectstateudt if an;if an existing;an existing objectstateudt
Tommrodrigues;;;;;
sumupitchayan;complete score position;score position function;position function in;function in minimaxai;
choerams;;;;;
moh-hassan;fix license file;;;;
lasaga09;;;;;
carol-en;uncommented models in;models in controller;;;
CCrelin;automatically backed up;backed up by;up by learn;;
aetter;;;;;
korobla;wed jan 1;jan 1 005825;1 005825 utc;005825 utc 2020;
hellonicoler;automatically backed up;backed up by;up by learn;;
BenjaminSantiago;;;;;
ayerest;fixed category list;category list style;list style issue;;
zchee;language fix handle;fix handle interface;handle interface value;language add testcases;
haydenhw;replace aggregation with;aggregation with regualr;with regualr mongo;regualr mongo query;mongo query in
postrational;scoreboard results skip;results skip ci;;;
BenjaminRubio;;;;;
jbrockmendel;revert change that;change that broke;;;
kiennq;update readme removed;readme removed older;removed older news;older news fixed;news fixed a
bbittiker1;update serializejavascript to;serializejavascript to 211;to 211 as;211 as per;as per github
orynider;;;;;
gvmby;automatically backed up;backed up by;up by learn;;
baiqiushi;add bipartite support;bipartite support for;support for treecut;for treecut algorithm;treecut algorithm refine
ENikS;;;;;
dmitri-mcguckin;;;;;
ivanvermeyen;;;;;
nextbendev;block edit dashboard;;;;
ryanwoodsmall;python3 update to;update to 376;;;
chadian;restructure and rename;and rename src;rename src and;src and tests;
QuadDamn;d3 readme documentation;readme documentation done;;;
davidegaspar;;;;;
Tsanta96;fixed minor bug;minor bug in;bug in continuous;in continuous play;
mpaiao;attempt to fix;to fix travisci;fix travisci 09;;
kslee5838;jpeg file delete;file delete too;delete too large;;
DiegoRojas93;declarar variables y;variables y expresiones;;;
joeldipops;fixed my linker;my linker hack;;;
opensuseqa-pusher;firefoxhelpmenukde20200101 for opensusetumbleweednetx86_64build20191230zdup13264bit_cirrus;;;;
TalionDiscord;add files via;files via upload;;;
akm-islam;;;;;
da-edra;improved consul metrics;consul metrics by;metrics by using;by using journald;
ei1125;;;;;
paulgureghian;edited css file;;;;
bizkin;add 2020 lets;2020 lets gogit;lets gogit add;gogit add git;add git add
takelley1;remove second invocation;second invocation of;invocation of urxvt;of urxvt since;urxvt since tmux
alirizwan;support for nonmodel;for nonmodel graphql;nonmodel graphql definitions;;
Leonis0813;;;;;
boblone19;;;;;
nartc;;;;;
multimokia;;;;;
jcarpenter11986;change readmemd and;readmemd and add;and add pacmanconf;;
ZyCromerZ;merge branch quantumkillernewoc;branch quantumkillernewoc into;this reverts commit;quantumkillernewoc into quantumkillerstandar;quantumkillernewoc into quantumkillervipn
kholland4;changed clientserver mapblock;clientserver mapblock updates;mapblock updates update;updates update readme;fixed default to
fd00;;;;;
THREExPENNYco;adjustments to navbar;to navbar layout;;;
williamvietnguyen;;;;;
jamtot;day 19 involves;19 involves using;involves using an;using an interfaces;an interfaces to
david-hoffman;increased line length;;;;
JackZhouVCD;apply clangformat on;clangformat on files;on files in;files in sourcelibencodercodec;in sourcelibencodercodec except
Creeperface01;fix scope instance;scope instance reflection;;;
nlucas2;this is a;is a test;a test push;test push with;push with 641656
semihcayci;add files via;files via upload;;;
Tigermouthbear;updated jew mason;jew mason list;;;
jes7078;delete brewery finished;;;;
Liushui-Miaomiao;20200101 update optimizer;update optimizer algorithm;;;
Shurt;;;;;
GabrielNew;arrays associativos e;associativos e multidimensionais;;;
cyangreen;;;;;
SoyBison;;;;;
opeyemiAdesina;tuneups to the;to the landing;the landing page;;
fickse;;;;;
danielfamiyeh;working gui not;gui not amazing;not amazing but;amazing but its;but its there
Oooqf;;;;;
wolvery;last index in;index in array;in array find;array find the;find the last
romankagan;updated kotlin to;kotlin to 1361;to 1361 and;1361 and gradle;and gradle to
nazim806;;;;;
KensukeOta;;;;;
mdworken;fixes diaper drive;diaper drive controller;drive controller merge;controller merge conflict;merge conflict resolution
Farisalenezy;add files via;files via upload;;;
zhiics;relaypass add pass;add pass to;pass to remove;to remove unused;remove unused functions
opti21;;;;;
ye-luo;delete tiling optimization;tiling optimization in;optimization in ewaldref;;
DeeplyDiligent;messenger mobile mode;merge pull request;pull request 9;request 9 from;9 from deeplydiligentdeepmessengermobile
MHuiG;travis ci auto;ci auto builder;auto builder at;builder at 20200101;at 20200101 0859
Benjen;component to work;to work with;work with both;with both fractal;both fractal and
Nebulon-BFrigateFTW;apply search param;search param remembering;param remembering for;remembering for pagination;for pagination fix
burntPotatoes;added logo images;logo images for;images for contact;renamed profile_pic to;profile_pic to pic_profile
tidwall;;;;;
AlbireoImma;dev instruciones actualizadas;;;;
llwor94;;;;;
mdwgti16;add tomcatservlet and;tomcatservlet and google;and google search;google search html;
BlythePollard;;;;;
magmastonealex;add processing files;;;;
josephbudd;;;;;
bpkbb;fixed a mistake;a mistake bank;mistake bank war;bank war ein;war ein stack
mankadnandan;;;;;
atabekm;create ios app;;;;
Githubdonkey;;;;;
joeholdcroft;from 2320 to;2320 to 2522;snyk has created;has created this;created this pr
ZacharySeebeck2020;finsihed administration design;;;;
pjt3591oo;common의 injectable 모듈을;injectable 모듈을 생성한;모듈을 생성한 후;생성한 후 테스트;후 테스트 코드와
Jtonna;initilization model development;model development initialization;development initialization model;initialization model development;model development initialized
cunning-folk;;;;;
FAETHER;;;;;
kilimchoi;remove bloomreach 958;bloomreach 958 remove;958 remove bloomreach;remove bloomreach remove;bloomreach remove bloomreach
samkitano;added delete action;delete action btn;named main div;main div class;added del btn
jirvingphd;added mysql in;mysql in databasepy;in databasepy and;databasepy and making_databasesipynb;
icylace;wip make many;make many changes;;;
Alppm;site updated 20200101;updated 20200101 085914;;;
mmistakes;redirect netlify subdomain;netlify subdomain to;subdomain to primary;to primary domain;
Ruhi-1;adds create update;create update delete;merge pull request;pull request 5;request 5 from
zuzak;remove python2 countdown;;;;
aasr-cdev;;;;;
objeck;;;;;
PPC-Retweets;december 31p update;;;;
mikewong-sfsu;improved formatting for;formatting for download;for download menu;download menu item;
gwmatthews;fix typo redo;typo redo pdf;fix find out;find out more;out more pages
baronfel;;;;;
seanwuapps;;;;;
dnbaker;;;;;
chef-expeditor[bot];bump version to;version to 41856;to 41856 by;41856 by chef;by chef expeditor
guojiy;;;;;
tyler71;link to tag;to tag add;tag add forum;add forum tutorial;
zhuangnd;;;;;
andrewangelle;fixdesigncss make glidedots;make glidedots to;glidedots to center;to center 21;
LoveXiaoLiu;;;;;
Araq;adapted test so;test so that;so that it;that it makes;it makes sense
deoxxa;its h file;kernelsystemmonitor expose amount;expose amount of;amount of perprocess;dirty private memory
nvarscar;adding core version;core version check;;;
mihaiblandu;first commit 2020;;;;
soygul;;;;;
gazwald;better names for;names for various;for various components;various components updated;components updated ssl
Minimonium;clear up the;up the description;the description a;description a bit;
superflouz;add subscription to;subscription to entity;to entity element;;
siimav;increase the reward;the reward for;reward for crewed;for crewed records;
Jorra04;;;;;
mono-lab;;;;;
nklayman;add vueclipluginelectronbuilder i;vueclipluginelectronbuilder i know;i know boilerplates;know boilerplates arent;boilerplates arent accepted
lineman60;exercise 1 2;1 2 and;2 and readme;;
GinnyGoGo;3 versions code;;;;
rainz;;;;;
delwinbest;add generic 32f107;;;;
kunhwiko;;;;;
redvenice;;;;;
mohipeasuke;population decrease ranking;;;;
krdlab;chore update packagejson;update packagejson and;packagejson and readme;chore remove old;remove old comment
TimeVShow;;;;;
cjd2003;;;;;
88-Rising;;;;;
ratulm;;;;;
leodemoura;chore update stage0;feat register parser;register parser extensions;parser extensions tokens;feat add syntaxnodekindextension
bmiller;updated xmen apocalypse;;;;
iotang;;;;;
koy1619;site updated 20200101090001;;;;
davidhalter;fix tests skip;tests skip more;skip more python;more python 2;get doctest completions
frainzy1477;;;;;
andrewliden;isolated error hue;error hue range;hue range works;range works dynamic;works dynamic type
adborden;use docker on;docker on ci;;;
